date,NASDAQ nominal value,S&P nominal value,inflation factor,NASDAQ value in real terms,S&P value in real terms,TQQQ in nominal terms,UPRO in nominal terms,QLD in nominal terms,TQQQ in real terms,UPRO in real terms,QLD in real terms
2004-06-10,1988.89,1136.47,1.7335097935415562,3447.760293276866,1970.0818750661724,737.5809139414789,45846.19531361276,1964.1512129625974,1278.6037378468855,79474.82857276672,3404.8753636671895
2004-06-14,1963.48,1125.29,1.7335097935415562,3403.711809422975,1950.7012355743777,693.5037355703857,44491.50677652636,1885.8701975197323,1202.1955174689174,77126.46272652896,3269.174456748605
2004-06-15,2006.58,1132.01,1.7335097935415562,3478.4260815246157,1962.3504213869771,745.1430118428443,45286.98247010492,1979.4573993956665,1291.7127086186224,78505.42763187166,3431.4087877506877
2004-06-16,2002.07,1133.56,1.7335097935415562,3470.6079523557432,1965.0373615669664,738.7626997835391,45471.37414590877,1968.1273179702362,1280.6523751779655,78825.07240772517,3411.7679806380806
2004-06-17,1976.25,1132.05,1.7335097935415562,3425.8487294865004,1962.4197617787186,701.5111267760819,45288.01670989952,1901.9359310472616,1216.0764085447104,78507.22049668447,3297.024563159006
2004-06-18,2000.41,1135.02,1.7335097935415562,3467.7303260984645,1967.568285865537,734.2096677337726,45642.828664876884,1961.0079869652163,1272.7596495293867,79122.29049550334,3399.4265506174147
2004-06-21,1972.43,1130.3,1.7335097935415562,3419.226722075172,1959.386119640021,688.7307679914339,45071.76101064523,1879.9976041693735,1193.9215314265482,78132.33912411796,3258.994258662271
2004-06-22,1994.87,1134.41,1.7335097935415562,3458.126681842244,1966.5108448914768,723.3582137039987,45561.803607067384,1942.9825032155602,1253.9485476946077,78981.83276426831,3368.1791980040616
2004-06-23,2023.23,1144.06,1.7335097935415562,3507.2890195870827,1983.2392143991526,752.6534707622417,46722.8897963632,1995.4116167371642,1304.7321627093893,80994.58704455844,3459.0655797604645
2004-06-24,2013.78,1140.65,1.7335097935415562,3490.907352038115,1977.3279460031763,738.7790147464668,46303.4140360521,1970.8583827524515,1280.680657325982,80267.42170590587,3416.5023081848476
2004-06-25,2033.87,1134.43,1.7335097935415562,3525.7335637903648,1966.5455150873477,765.6479178042881,45544.26008876948,2018.6137566884856,1327.2581639184339,78951.42090348572,3499.286716597202
2004-06-28,2013.73,1133.35,1.7335097935415562,3490.820676548438,1964.6733245103226,737.1227051093665,45412.53830131727,1968.4451224307163,1277.8094283489313,78723.07989491451,3412.3188977827544
2004-06-29,2037.6,1136.2,1.7335097935415562,3532.1995553202746,1969.6138274219163,769.5558518506962,45753.490897572636,2026.1552661843698,1334.0326058603966,79314.12455965662,3512.359997166404
2004-06-30,2055.65,1140.84,1.7335097935415562,3563.4894070937003,1977.6573128639488,794.6995095259579,46312.381368423965,2070.257551637202,1377.6193826859192,80282.96666439444,3588.811740916454
2004-07-01,2006.67,1128.94,1.731676361713379,3474.9030047593865,1954.9587117927022,722.9065647673301,44861.46805364893,1945.5411633169938,1251.8402099350074,77685.54378026376,3369.047643256387
2004-07-02,1996.61,1125.38,1.731676361713379,3457.4823405605493,1948.7939439450026,717.1730706005109,44435.449524105614,1935.2241098549403,1241.9116536163049,76947.8175630017,3351.1818456536153
2004-07-06,1958.69,1116.21,1.731676361713379,3391.8171729243786,1932.9144717080908,670.5049092235715,43347.61695528604,1851.241062477983,1161.0975017152339,75064.04361807491,3205.750387726284
2004-07-07,1976.92,1118.33,1.731676361713379,3423.3856329984133,1936.585625594923,694.6048867669505,43593.03995467941,1895.5718867181201,1202.8308631449263,75489.0368247452,3282.5170281581995
2004-07-08,1934.57,1109.11,1.731676361713379,3350.0491390798516,1920.6195695399256,654.2213651594607,42513.26569079794,1822.0716514625553,1132.8996733744948,73619.2172559952,3155.238408185766
2004-07-09,1940.22,1112.81,1.731676361713379,3359.8331105235325,1927.0267720782651,658.57532987096,42937.2042921064,1830.1276029369535,1140.4393311451324,74353.34171069889,3169.1887089250913
2004-07-12,1941.24,1114.35,1.731676361713379,3361.59942041248,1929.6935536753037,660.3444818135882,43113.91411734515,1833.3768330212706,1143.502929744461,74659.34593794734,3174.815323855871
2004-07-13,1930.59,1115.14,1.731676361713379,3343.157067160232,1931.0615780010576,647.6382249719809,43204.05191479652,1809.830071006707,1121.4998051259906,74815.43543109078,3134.039952680361
2004-07-14,1937.68,1111.47,1.731676361713379,3355.43465256478,1924.7063257535694,627.7394009785132,42775.929532720496,1772.7304491633201,1087.0414819906077,74074.06602212931,3069.7954145056624
2004-07-15,1925.76,1106.69,1.731676361713379,3334.7930703331567,1916.4289127445795,649.3321515808761,42222.4969596144,1813.3548369918149,1124.4331377930919,73115.69991747927,3140.1437066173435
2004-07-16,1882.93,1101.39,1.731676361713379,3260.625371760973,1907.2510280274987,600.8057065383733,41614.35459516146,1722.9819846786572,1040.4010399950064,72062.59416039963,2983.647174526034
2004-07-19,1870.14,1100.9,1.731676361713379,3238.4772310946587,1906.402506610259,618.8853308248256,41557.31012889142,1757.5209775593207,1071.7090980005148,71963.81160659324,3043.4575320548656
2004-07-20,1917.07,1108.67,1.731676361713379,3319.7448027498676,1919.857631940772,638.5648097003279,42435.72669695752,1794.7511880247098,1105.78758638006,73484.94481325071,3107.928207459394
2004-07-21,1874.37,1093.88,1.731676361713379,3245.802222104706,1894.2461385510312,592.0352890008166,40735.87721890834,1707.539452829461,1025.213515262863,70541.35565364211,2956.905707157775
2004-07-22,1892.98,1096.84,1.731676361713379,3278.0287191961925,1899.3719005817024,623.8595954365962,41065.0956640444,1768.7044902718553,1080.3229144456254,71111.45545292426,3062.823756660083
2004-07-23,1846.55,1086.2,1.731676361713379,3197.62698572184,1880.9468640930725,569.8301677606289,39868.54524240758,1666.5578884621884,986.7614317022503,69039.4173721776,2885.938900876934
2004-07-26,1829.06,1084.07,1.731676361713379,3167.339966155473,1877.2583934426227,555.468763858895,39632.56309962747,1638.5306411888823,961.8921280445994,68630.77267373881,2837.4047792898536
2004-07-27,1872.17,1094.83,1.731676361713379,3241.992534108937,1895.8912310946587,600.5064807344949,40811.257872113776,1727.073934550784,1039.8828777436154,70671.89054892848,2990.733107392912
2004-07-28,1869.0,1095.42,1.731676361713379,3236.5031200423055,1896.9129201480698,596.0083145882584,40875.76325816861,1718.4226357629157,1032.0935097571182,70783.59300116284,2975.751857783841
2004-07-29,1867.62,1100.43,1.731676361713379,3234.1134066631407,1905.5886187202539,590.3129117290645,41435.133916012805,1707.4486444172849,1022.2309152554175,71752.24194678769,2956.748456376965
2004-07-30,1896.31,1101.72,1.731676361713379,3283.795201480698,1907.822481226864,620.8367798104441,41579.35701903816,1766.281327662055,1075.08837608,72001.98968510964,3058.627623248104
2004-08-02,1893.13,1106.62,1.7307610993657505,3276.5557600422835,1915.2948477801267,615.9487600722916,42132.63946937074,1756.9830446354406,1066.0601531356904,72921.53340718891,3040.9179059002186
2004-08-03,1859.17,1099.69,1.7307610993657505,3217.7791131078225,1903.3006733615223,577.4967626847642,41339.57477807874,1683.833420737148,999.5089318644444,71548.92789022022,2914.3133824238184
2004-08-04,1864.8,1098.63,1.7307610993657505,3227.5232980972514,1901.4660665961947,586.5983953696309,41218.53931827042,1701.4993893585188,1015.2616836561276,71339.44442474013,2944.8889536963034
2004-08-05,1820.21,1080.7,1.7307610993657505,3150.3486606765327,1870.4335200845667,543.4052882048821,39198.95084650512,1617.9485123585393,940.5047340146443,67844.01926108122,2800.282345966846
